Type,Name,Address,Rooms,Grade,District,AGA Division,PS/MC/UC,Logitiute,Latitude
Bangalows,THE FICUS GROVE,"ANURADHAPURA ROAD,HABARANA",5,A,Anuradhapura,Pathahewaheta,Palugaswewa,80.745094,8.044281
Bangalows,COCOWORLD BUNGALOW,"MALIGAWA ESTATE,RANAWIRU SIRI NANDANA MAWATHA,HAMMALIYA,BANDARA KOSWATTA",2,A,Kurunegala,Panduwasnuwara,Wariyapola,,
Bangalows,VILLA CAPERS,"26,CHANDRALEKHA MAWATHA, COLOMBO 08",5,A,Colombo,Colombo,Colombo,79.883241,6.915085
Bangalows,TAPPERS VILLAGE ESTATE BANGALOW,"JAYASUNDARAKELE, EPITAWALA WATTE, EPITAWALA, KIRIELLA",4,A,Ratnapura,Kuruwita,Kiriella,80.244119,6.743342
Bangalows,LAVONRICH BUNGLOW,"NO:154,MEEGOLLA WATTA,NALANDA",3,A,Matale,Matale,Naula,,
Bangalows,MARLEY'S BEACH HOUSE,"MATARA ROAD, MIHIRIPANNA, THALPE, GALLE",2,A,Galle,Galle,Galle,,
Bangalows,WAVES,"TURTLE REACH, KAPUHENWALA ROAD, MARAKOLLIYA, TANGALLE",4,A,Hambantota,Tangalle,Tangalle,,
Bangalows,NISELRO HOLIDAY VILLA,"NO. 915A/11, PALLAKELE VILLAGE, KUNDASALE, KANDY",4,A,Kandy,Kundasle,Kundasale,,
Bangalows,KANDY COTTAGE,"NO. 160, LADY GORDON DRIVE, KANDY",3,A,Kandy,Kandy,Kandy,80.639766,7.301451
Bangalows,AKKARA DAHAYA,"VICTORS LAND, KIRIWELDOLA RD, BATAYAYA, DENIYAYA",3,A,Matara,Matara,Matara,80.545213,6.358469
Bangalows,VILLA TARA,"SARATH GUNAWARDANA MAWATHA, WAULUGODA, 2ND CROSS STREET, HIKKADUWA, SRI LANKA",5,A,Galle,Galle,Galle,80.102254,6.135854
Bangalows,NATURES BLISS HOLIDAYS,"112/6, HETTIYAWATTA, ELAPITIWALA, RAGAMA",3,A,Gampaha,Wattala,Wattala,79.90494,7.01558
Bangalows,MOUNT VIEW BUNGLOW,"58/A,INDIGAHAGODALLA,AKURESSA ROAD,YAKKALAMULLA.",2,A,Galle,Galle,Yakkalamulla,,
Bangalows,THE COVE,193 PORUTOTA ROAD KOCHCHIKADE,3,A,Gampaha,Negombo,Gampaha,79.842018,7.250783
Bangalows,GALLE HILL TOP,"PALAGALAGODAKANDA, NAVINNA, ULUVITIKE (GALLE)",5,A,Galle,Bope,Thumpane,80.209678,6.06871
Bangalows,25 RAMPART STREET,"NO.25, RAMPART STRET, FORT, GALLE.",4,A,Galle,Galle,Galle,,
Bangalows,SERENDIVA,"39,RANTHOTUWILA ROAD,HABURUGALA,BENTOTA.",4,A,Galle,Bentota,Benthota,,
Bangalows,DIAMOND HILLS VILLA,"BOGAHAMULA HENA, THAMBILIDENIYA, MAHAWELA",3,A,Matale,Matale,Pallepola,,
Bangalows,PALM HEAVEN,"STADIUM ROAD, ULHITIYAWA, WENNAPPUWA.",3,A,Puttalam,Negombo,Negombo,,
Bangalows,VILLA ALICE AND FRIENDS,"NO.110C, HANATHOTUPOLA ROAD, NAINAMADAMA (EAST)",4,A,Gampaha,Negombo,Negombo,79.840965,7.31502
Bangalows,DIYANILLAKELLE ESTATE BUNGALOW,"DIYANILLAKELLE ESTATE BUNGALOW, DIYANILLAKELLE ESTATE,LINDULA.",5,A,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya,80.669435,6.903036
Bangalows,BURTHARS BUNGALOW,"226/1,MOONPLAINS MAHAGASTOTA,NUWARA ELIYA",3,A,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya,,
Bangalows,THE VILLA,"NO.49/37, NAGAHAMULLA ROAD, PELAWATTE, BATTARAMULLA.",4,A,Colombo,Colombo,Battaramulla,,
Bangalows,SAYORISATHURU VILLA.,NO 285/9 SOMAHIMI MAWATHA KOTHALAWALA KADUWELA.,4,B,Colombo,Kaduwela,kaduwela,,
Bangalows,VILLA GLENLOCH,"48,GLENLOCH ESTATE,KATUKITULA.",5,A,Nuwara Eliya,Nuwara Eliya,Kothmale,80.680021,7.078737
Bangalows,THE SAFFRON HOUSE,"WETAKEIYAGAHAHENA, PEHEMBIYA, DICKWELLA.",4,A,Matara,Dickwella,Dickwella,80.704002,5.959839
Bangalows,STAY KANDY,"NO.79/63P, DODANWALA PASSAGE, KANDY.",4,A,Kandy,Kandy,Kandy,,
Bangalows,VILLA 17,"17TH MILE POST, KALPITIYA ROAD, KANDAKUDAWA.",3,A,Puttalam,Kalpitiya,Kalpitiya,,
Bangalows,POINTE SUD,"MADIHA,KAMBURUGAMUWA,GODAKANDA,MATARA.",5,A,Matara,Matara,Matara,,
Bangalows,SAMAUYANA HOLIDAY BUNGALOW,"KADUGANNAWA ROAD, BOWALA, GAMPOLA.",5,A,Kandy,Gampola,Gampola,80.562739,7.251451
Bangalows,THE GREENDALE-WATAWALA,"63RD MILE POST, WATAWALA TEA ESTATE, AVISSAWELLA-HATTON RD, WATAWALA.",3,B,Nuwara Eliya,Ambagamuwa,Ambagamuwa,80.545954,6.934554
Bangalows,RAJA HOUSE,"39A, 39A/1, RAJASINGHE ROAD, COLOMBO 06.",4,A,Colombo,Colombo,Colombo,79.859458,6.868215
Bangalows,HAVELOCK SANCTUARY,"425/15, HAVELOCK ROAD, COLOMBO 06.",3,A,Colombo,Colombo,Thimbirigasyaya,79.868829,6.879174
Bangalows,BASILEA GUEST,"282/5, DIYARILLA ROAD, MORAGALLA, BERUWALA",6,A,Kalutara,Beruwala,Beruwala,79.986403,6.454283
Bangalows,STUART HOUSE,"NO.08, MIHINDU MAWATHA, TANGALLE.",3,A,Hambantota,Tangalle,Tangalle,,
Bangalows,PARADISE COVE,"PARADISE COVE, HANWELLA, NILWELLA ROAD, DICKWELLA.",5,A,Matara,Dickwella,Dickwella,,
Bangalows,THIRASARA HOLIDAY RESORT,"NO.279, MAHASENPURA, TISSAMAHARAMAYA.",5,A,Hambantota,Thissamaharama,Thissamaharama,81.299168,6.297342
Bangalows,ADS BUNGALOW,"NO.156/14, 2ND STAGE, ANDAGALA ESTATE, BAMUNUGEDARA, KURUNEGALA.",5,A,Kurunegala,Kurunegala,Kurunegala,80.371217,7.504404
Bangalows,RIVERPOOL HOLIDAY BUNGALOW,"NO.01, BARANDA COLONY, KATABOOLA-NAWALAPITIYA.",4,B,Kandy,Pasbage Korale,Pasbage Korale,80.584803,7.014959
Bangalows,218 HOLIDAY RESORT,218-KETAWALA-LEWLA(VIA KANDY),3,B,Kandy,Kandy,Gagawata,80.67853,7.258813
Bangalows,VILLA AMORE MIO BEACH,"GALLE ROAD,HABAKKALA,MAHA INDURUWA,80510",6,A,Galle,Bentota,Benthota,80.012281,6.365953
Bangalows,I.J. LAKE VIEW HOLIDAY BUNGALOW,"NO.66A, BONAVISTA ROAD, NUWARAELIYA.",3,A,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya,80.774988,6.955038
Bangalows,SNOWDROP,"NO.77,ST-JOSEPH MAWATHA,ETTUKALA,NEGOMBO.",5,A,Gampaha,Negombo,Negombo,79.844519,7.241739
Bangalows,SAGALA,"386/1 GALLE ROAD, KALUTHARA NORTH",3,A,Kalutara,Kalutara,Kalutara,,
Bangalows,STRATHDON BUNGALOW,"STRATHDON ESTATE, (HATTON-AWISSAWELLA ROAD), HATTON.",4,A,Nuwara Eliya,Hatton-Dickoya,Ambagamuwa,,
Bangalows,SRI BEACH,"BEACH ROAD, MUDUKATUWA NORTH, MARAWILA.",4,A,Puttalam,Nattandiya,Nattandiya,79.818184,7.407049
Bangalows,SAMUDRA VILLA,"TALIMUDDARA GEWATTA,MATARA ROAD,TALPE.",2,A,Galle,Habaraduwa,Habaraduwa,,
Bangalows,AQUA BEACH,"GURUPOKUNA, HUNGAMA.",4,A,Hambantota,Tangalle,Tangalle,,
Bangalows,ROYAL GUEST HOUSE,"351/8/A, RANKOTHVEHERA ROAD, NISSHANKAMALLAPURA, POLONNARUWA.",4,B,Polonnaruwa,Polonnaruwa,Thamankaduwa,,
Bangalows,GALAHA TEA BUNGALOW,"GALAHA ESTATE BIG BUNGALOW,MORAGOLLA ROAD,GALAHA.",4,A,Kandy,Kandy,Delthota,80.663933,7.203967
Bangalows,SANCTUARY,"VICTORIA GOLF COURSE,RAJAWELLA,DIGANA,KANDY.",4,A,Kandy,Kandy,Medadumbara,,
Bangalows,THE STREAM,"PAHIYAN VALLEY,NIGGAHA,BULATHSINHALA.",3,A,Kalutara,Bulathsinhala,Bulathsinhala,,
Bangalows,VILLA ATULYA,"MUHUDU MAWATHA, WELIKADE, THALARAMBA, KAMBURUGAMUWA.",6,A,Matara,Weligama,Weligama,80.474229,5.937654
Bangalows,ALBANY NUWARA ELIYA,"11/4, UPPER LAKE ROAD, NUWARA ELIYA",4,A,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya,80.773455,6.969254
Bangalows,KING FISHER LEISURE,"MALIMIYA WATTA,YADDEHIMULLA ROAD,UNAWATUNA,GALLE.",4,A,Galle,Habaraduwa,Habaraduwa,80.244339,6.008391
Bangalows,BENTOTA RIVER VILLA,"NO:72,MIHIRIPENNA ROAD,DHARGA TOWN - 12090",4,A,Kalutara,Beruwala,Beruwala,,
Bangalows,LUMBINI LAGOON.,"MIRIHANAWATHTHA,KATHALUWA.AHANGAMA.",4,A,Galle,Habaraduwa,Habaraduwa,80.345444,5.987618
Bangalows,MIHIRI BEACH HOUSE,"SANUK HOLDING,MIHIRI BEACH HOUSE,MATARA ROAD,TALPE",4,A,Galle,Habaraduwa,Habaraduwa,80.265508,5.999711
Bangalows,VILLA GOODWILL PARADISE,"NO:5/23 B,PINKANDA ROAD,THIRANAGAMA,HIKKADUWA",5,A,Galle,Hikkaduwa,Hikkaduwa,80.115051,6.122144
Bangalows,BELPEAK COTTAGE,"BELPEAK COTTAGE, GALAGAMA, BELIHULOYA",2,B,Ratnapura,Ratnapura,Imbulpe,80.768507,6.720504
Bangalows,SAKARA HOLIDAY BUNGALOW,"NO:55/7,RASIKA,VISHUDHARAMA MAWATHA,AHANGAMA",4,A,Galle,Habaraduwa,Galle,80.373961,5.97099
Bangalows,ELYSIUM,"NO: 776/2, MATARA ROAD ,MIHIRIPENNA ,TALPE.",5,A,Galle,Habaraduwa,Habaraduwa,80.270811,5.998461
Bangalows,FAR HORIZONS VILLA,"FAR HORIZONS VILLA, UNAWATUNA KANDA, UNAWATUNA, GALLE",5,A,Galle,Habaraduwa,Habaraduwa,,
Bangalows,RAN DALU UYANA,"NO.370/8, COLOMBO ROAD, GORAKANA, KESELWATTA, MORATUWA",2,A,Kalutara,Moratuwa,Panadura,,
Bangalows,RIVERINE COUNTRY HOUSE,"NO: 393 ,DUTUGEMUNU MAWATHE , MARWILMADU,KANDY",5,A,Kandy,Kandy,Kandy,,
Bangalows,KANDA HOLIDAY BUNGALOW,"NO.104, PARADISE PARK, HANTANA, KANDY",3,A,Kandy,Gagawata Koralya,Gagawata,80.63132,7.279461
Bangalows,VILLA SAFIRA AYURVEDA RESIDENCE,"YALEGAMA, MIRISWATTE ROAD, GONAGALA, INDURUWA",4,A,Galle,Bentota,Benthota,,
Bangalows,PARADISE COTTAGE FINN BUNGALOWS,"NO.195 B/1, MEEWALADENIYA, HANDESSA",3,A,Kandy,Kandy,Ratmalana,,
Bangalows,FIELD VILLA,"FIELD VIEW, KALAHE, WANCHAWELA, GALLE",4,A,Galle,Akmeemana,Akmeemana,,
Bangalows,YALEGODA WALAUWA,"YALEGODA ESTATE, HANDESSA VIA PERADENIYA",4,A,Kandy,Udunuwara,Udunuwara,80.588479,7.24078
Bangalows,BAY BEACH BUNGALOW,"BAY BEACH HOTEL,GANDHI NAGAR,KUMBURUPITIYA,NILAVELI,TRINCOMALEE",5,A,Trincomalee,Kuchchaveli,Kuchchaveli,81.172867,8.731013
Bangalows,RANMIN BELLAIR BUNGALOW,"BELLAIR ESTATE,PUWAKPITIYA",5,A,Colombo,Seethawaka,Hanwella,,
Bangalows,OCEAN CREST,"NO:123,GALLE ROAD,AHANGAMA.",8,A,Galle,Habaraduwa,Habaraduwa,80.354672,5.975647
Bangalows,THE TEAK SHADE,"NO 200/19 MEEWALADENIYA, HANDESSA,GELI OYA, KANDY",2,A,Kandy,Kandy,Udunuwara,,
Bangalows,NISALA VILLA,"108/6, HAPUGODA, AMBATENNA",3,A,Kandy,Harispattuwa,Harispattuwa,80.608337,7.349201
Bangalows,ECO LANKA VILLA,"MAUSSAWA ESTATE, HALPOLA, PUUDALUOYA",8,B,Nuwara Eliya,Nuwara Eliya,Kothmale,80.64202,7.019245
Bangalows,SERENE HOLIDAY BANGALOW,"NO 17A, PIRIS WEDA MAWATHA, KALUWADUMULLA, AMBALANGODA",3,A,Galle,Ambalangoda,Ambalangoda,,
Bangalows,THE COVE PASSIKUDAH,"NASSIVANTHWU, OFF WALACHCHENAI",4,A,Batticaloa,Batticaloa,Batticaloa,81.539806,7.934389
Bangalows,CASA MIJA,"N0 37,GALLE ROAD,KAMBURUGAMUWA",5,A,Matara,Weligama,Welimada,80.618416,7.254844
Bangalows,THE FERN COVE VILLA,"465/4,LAKE ROAD,AKUREGODA,BATTARAMULLA.",5,A,Colombo,Kaduwela,kaduwela,,
Bangalows,LIYON REST,"4TH MAIL POST, SIGIRIYA",4,B,Matale,Matale,Dambulla,,
Bangalows,THUSARE TALKING HANDS,"NO 103/12, DHARMAPALA MAWATHA, COLOMBO 07",2,A,Colombo,Colombo,Colombo,79.857257,6.914122
Bangalows,SIGIRI ACCESS VILLA,"NO 90, SIGIRI ROAD, INAMALUWA",5,A,Matale,Dambulla,Dambulla,,
Bangalows,LAKMINI,"KAYANWALA, SIGIRIYA",5,B,Matale,Dambulla,Dambulla,,
Bangalows,SUNSHINE RESORTS,"NO 78, KOVIL ROAD,MASKELIYA.",4,B,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya,80.571781,6.831458
Bangalows,42 LIGHT HOUSE STREET,"42, LIGHTHOUSE STREET, GALLE",4,A,Galle,Galle,Galle,80.216417,6.027748
Bangalows,SAL ROCK FALLS,"376/5, ARANYA ROAD, SPRING HILL ESTATE, BOWALAWATTE, KANDY",4,A,Kandy,Gagawata Koralya,Kandy,,
Bangalows,MOUNTAIN ROCK HOLIDAY RESORT,"NO.202/3,BOWELAWATTA,KANDY",2,A,Kandy,Gagawata Koralya,Kandy,80.617917,7.260512
Bangalows,SUNTOP INN,"NO 18,POLICE ROAD,ELLA",4,B,Badulla,Ella,Ella,,
Bangalows,FREEDOM GUEST INN,"132/1,SAPUMALTHANNA,PASSARA ROAD,ELLA",4,B,Badulla,Ella,Ella,,
Bangalows,ROCK VIEW,"ROCK VIEW GUEST HOUSE,ELLA",5,B,Badulla,Ella,Ella,,
Bangalows,SANROCK,"NO 9, RATHNAGIRI WATTA, ELLA",3,B,Badulla,Ella,Ella,,
Bangalows,BACK OF BEYOND PIDURANGALA,"KURULU UYANA, TEMPLE ROAD, PIDURANGALA, SIGIRIYA",4,A,Matale,Dambulla,Dambulla,80.763529,7.969325
Bangalows,BACK OF BEYOND DEHIGAHA ELA,"ALAKOLAWEWA, DEHIGAHA ELA, SIGIRIYA",4,A,Matale,Dambulla,Dambulla,80.787916,7.914324
Bangalows,THE NEW LAND GUEST,"283,MAIN ROAD,KALKUDAH.",8,B,Batticaloa,Koralai Pattu,Koralai Pattu,81.553927,7.897904
Bangalows,KANDANA REST,"117/A/4(27), DE MAZENOD COLLEGE ROAD, HAPUGODA, KANDANA",2,B,Gampaha,Ja-Ela,Ja-Ela,,
Bangalows,SIMLA INN,"PASSIKUDAH ROAD, KALKUDAH",8,B,Batticaloa,Batticaloa,Valaichchenai,81.554464,7.920843
Bangalows,NEW REST INN,"PASSIKUDAH ROAD, KALKUDAH",4,B,Batticaloa,Batticaloa,Valaichchenai,,
Bangalows,WHITE HOUSE FAMILY STAY,"GREEN VILLAGE, WELAGANE, MASPOTHA,KURUNEGALA",3,A,Kurunegala,Kurunegala,Maspotha,,
Bangalows,BLUE WATER VILLA,"318, DAMPE ROAD, PILIYANDALA",5,A,Colombo,Kesbewa,Kesbewa,79.913509,6.785133
Bangalows,TROPICAL RETREAT,"NO 182, HEENATIGALA ROAD, UNAWATUNA, GALLE",5,A,Galle,Akmeemana,Akmeemana,80.254688,6.020797
Bangalows,UVA BEN HEAD PLANTATION (LOWER) BUNGALOW,"UVA BEN HEAD ESTATE, WELIMADA",4,A,Badulla,Welimada,Welimada,,
Bangalows,PLANTERS BUNGALOW,"10 MILE POST, UVA- KARADAGOLLA, ELLA",6,A,Badulla,Ella,Ella,81.07644,6.831055
Bangalows,AMBASEWANA MANSION,"NO 05, THOTAMUNA ROAD, THOTAMUNA, MATARA",4,A,Matara,Matara,Matara,80.541717,5.944455
Bangalows,SCOTTISH PLANTER GLENDEVON BUNGALOW,"RAGALA, HALGRAN OYA",4,A,Nuwara Eliya,Nuwara Eliya,Walapane,,
Bangalows,LESPRI GRAND,"35, KIMBULAPITIYA ROAD, THELWATHTHA JUNCTION, NEGOMBO",8,A,Gampaha,Negombo,Negombo,,
Bangalows,THE FERN COVE,"270/4, MEEPILIMANA, NUWARAELIYA",4,A,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya,,
Bangalows,GREEN VIEW GUEST,"GREEN VIEW GUEST,ELLA.",6,B,Badulla,Bandarawela,Ella,,
Bangalows,BUNGALOW 1926,"NO.20, CROSS STREET, NUWARA ELIYA",3,A,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya,80.76542,6.977103
Bangalows,P.G.C. RESIDENCE,"271, ELAGOLLA WATTA, HEERASSAGALA, KANDY",5,A,Kandy,Gagawata Koralya,Gagawata,80.619967,7.268558
Bangalows,SUBASHRI,"SUBASHRI, QUAILS RIDGE, VICTORIA GOLF & COUNTRY RESORT, DIGANA, KANDY",4,A,Kandy,Kandy,Kandy,80.765034,7.267648
Bangalows,BELLA CASA,"9/2, 4TH LANE, RATMALANA",3,B,Colombo,Dehiwala-Mount Lavinia,Ratmalana,79.878536,6.817599
Bangalows,ELADETTA WALAUWA,"ELADETTA ESTATE, HANDESSA, KANDY",5,A,Kandy,Udunuwara,Kandy,80.578203,7.21801
Bangalows,RIVER EDGE BUNGALOW,"WARAPITIYA ROAD,KATUDENIYA,MATALE",3,A,Matale,Matale,Rattota,80.644202,7.430442
Bangalows,VISAL BUNGALOWS,"1/116, LAKE SIDE AVENUE, VICTORIYA RANGE, KENGALLA",3,A,Kandy,Kandy,Kandy,,
Bangalows,VISAL BUNGALOWS,"2/259, LOTUS AVENUE, VICTORIA RANGE, KENGALLA",3,A,Kandy,Kandy,Kandy,80.729544,7.287538
Bangalows,N AND N VILLA,"246, LOTUS VICTORIA AVENUE, KENGALLA",3,A,Kandy,Kandy,Kandy,,
Bangalows,ROBERT RESIDENCE,"NO. 12/7, ROBERT GUNAWARDENA MAWATHA, COLOMBO 06",3,A,Colombo,Colombo,Thimbirigasyaya,79.876095,6.877735
Bangalows,CASSIA HILL,"WERAHERAWATTA,MEEPE,HABARADUWA,GALLE.",4,A,Galle,Habaraduwa,Habaraduwa,80.289822,6.018153
Bangalows,GIRIULLA MAOYA ELEPHANT VILLA,"UDARA STATE, MASNORUWA, GIRIULLA",3,A,Kurunegala,Kurunegala,Kurunegala,80.150604,7.192303
Bangalows,DEEP BLUE,"39/3, POLHENA ROAD, POLHENA, MATARA",5,A,Matara,Matara,Matara,80.525786,5.940061
Bangalows,RIVERS EDGE,"NO:11, PANAPITIYA, KARANDENIYA",3,A,Galle,MC,Karandeniya,,
Bangalows,EAGAL'S NEST,"BUONA VISTA, UNAWATUNA, GALLE",4,A,Galle,Habaraduwa,Habaraduwa,80.241193,6.021211
Bangalows,BENI BEACH RESORT,"NO.5/8A,8TH CROSS, THIRUCHENTHUR ROAD,KALLADY,BATTICALOA.",4,B,Batticaloa,Batticaloa,Batticaloa,81.713547,7.721915
Bangalows,OLIVE GREEN RESORT,"NO.96,NEW DUTCH BAR ROAD,KALLADY,BATTICALOA.",4,B,Batticaloa,Batticaloa,Batticaloa,81.712474,7.723162
Bangalows,BONGO STAY,"11, BOYD PLACE, COLOMBO 03",5,A,Colombo,Colombo,Colombo,79.85455,6.913767
Bangalows,CHAMELIA,"WATTAHERIYA WATTA,BALLAKETUWA ROAD,ELLA",5,A,Badulla,Ella,Ella,,
Bangalows,LA- MONTANA RESORT,"""DISNA""KITHAL-ELLA,ELLA",3,A,Badulla,Ella,Ella,,
Bangalows,VILLA RAHA,"33, MCLEOD ROAD, BAMBALAPITIYA, COLOMBO 04",7,A,Colombo,Colombo,Colombo,79.860711,6.884798
Bangalows,ANYAA LIFESTYLE,"HELENA MAWATHA, WENNAPUWA.",4,A,Puttalam,Wennappuwa,Wennappuwa,79.839299,7.337334
Bangalows,PLANTAGE,"PALLIWASAL PADUWA, KOTTANTIVE",4,B,Puttalam,Kalpitiya,Mundalama,,
Bangalows,TASKANS VILLA,"30/17,CROCKTAIN MAWATHA, HEKITHTHA, WATTALA",5,A,Gampaha,Wattala,Wattala,,
Bangalows,HOTEL SISIL THERA,"NO:558/A, D.S SENANAYAKE MAWATHA, STAGE TOWN, ANURADHAPURA",4,B,Anuradhapura,Anuradhapura,Anuradhapura East,80.396271,8.319266
Bangalows,VILLA VISTA,"MIHIRI KANDA WATTA, HENWALA, MIRISSA",4,A,Matara,Weligama,Weligama,,
Bangalows,HAGGAI TOURIST BUNGALOW,"NO 20, HALGASWATTE LANE, KIRULAPONE, COLOMBO 06",5,A,Colombo,Colombo,Thimbirigasyaya,,
Bangalows,GULANAHENA TEA ESTATE BUNGALOW,"GULANAHENA TEA ESTATE,NILGAHAHENA,THINIYAWALA",3,B,Kalutara,Palindanuwara,Palindanuwara,80.321286,6.404352
Bangalows,KORAGAHA LODGE,"23, KORAGAHA ULPATHA, RANAKELIYA, TISSAMAHARAMA",4,A,Hambantota,Thissamaharama,Thissamaharama,81.332646,6.239433
Bangalows,THISARA HOLIDAY BUNGALOW,"NO83,CONTINENTAL RESIDENSIES,ADNEWS ROAD,PERIYAMULLA,NEGAMBO",4,A,Gampaha,Negombo,Gampaha,,
Bangalows,KURULU ESTATE,"KURUNDU WATTHA, NAGASPOLA,RAKWANA",2,B,Ratnapura,Ratnapura,Godakawela,80.643837,6.502264
Bangalows,STAFFORD BUNGALOW,"HALGRANOYA,RAGALA",4,A,Nuwara Eliya,Nuwara Eliya,Walapane,80.857195,7.011928
Bangalows,SANCHAREE MOUNTAIN VIEW BUNGALOW,"SANASA HOLIDAY RESORT, NO. 495, KANDY ROAD, TOP PASS, NUWARA ELIYA",5,A,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya,80.748229,6.990895
Bangalows,NERALU UYANA VILLAS,"NERALU UYANA ESTATE, NARAWALA, THALGASYAYA, AKMEEMANA, GALLE",1,B,Galle,Akmeemana,Akmeemana,80.243823,6.099019
Bangalows,VILLA SUKUM,"18, QUAILS RIDGE, VICTORIA GOLF CLUB,DIGANE",6,A,Kandy,Kandy,Kandy,80.7742644,7.2650791
Bangalows,SKY TERRACE KANDY,20/4 A.B DAMUNUPOLA MAWATHA KANDY,6,A,Kandy,Kandy,Kandy,,
Bangalows,HAWALLI VILLA,"492/2, PERADENIYA ROAD, KANDY",2,A,Kandy,Kandy,Kandy,80.621635,7.282176
Bangalows,COZY NEST,"9, UPPER DICKSON ROAD, GALLE",2,A,Galle,Galle,Galle,80.218819,6.038124
Bangalows,PITTANIYA VILLA,"37/14, DAMRUWAN MAWATHA, MIHIRIPENNA, THALPE, GALLE",3,A,Galle,Habaraduwa,Habaraduwa,80.27095,6.001739
Bangalows,WELIGAMA GEDARA,"NO 5/6, BANDARANAYAKA MAWATHA, HETTIWEEDIYA, WELIGAMA",3,B,Matara,Weligama,Weligama,80.428849,5.977378
Bangalows,APPAS BREEZY HOME STAY,"15, PUTHU MUGATHUWARAM,BATTICALOA",2,B,Batticaloa,Batticaloa,Manmunai North,81.67473,7.730997
Bangalows,HOTEL TOBIKO,"NO 24, MURUGAPURI ROAD, UPPUVELI, TRINCOMALEE",4,A,Trincomalee,Trincomalee,Trincomalee,81.219524,8.601562
Bangalows,SAFE HEAVEN FAMILY VILLA,"29/248 SHANTHA KUMAR RANASINGHE MW, AMPITIYA RD, KANDY",3,A,Kandy,Kandy,Kandy,80.651097,7.283451
Bangalows,"SPD BUNGALOW ""WATAWALA LASSANA""","MISTY RANGES, HATTON ROAD, WATAWALA.",5,B,Nuwara Eliya,Ginigathhena,Ambagamuwa,80.546785,6.9323964
Bangalows,VILLA KANCHANA,"WELIKADE,MUHUDU MAWATHA,THALARAMBE,KAMBURUGAMUWA,MATARA",5,A,Matara,Weligama,Weligama,80.493827,5.948646
Bangalows,VILLA SEVEN,"NO:07(332/1),JUBILEE LANE,WALANA,PANADURA",3,A,Kalutara,Panadura,Panadura,79.905723,6.730944
Bangalows,SERENE VILLA,"245/55 BATUGEDARA MAIN ROAD,RATNAPURA",4,A,Ratnapura,Ratnapura,Ratnapura,80.417443,6.675483
Bangalows,SP TOURS AND REST,"NO:873, HOSPITAL ROAD, JAFFNA",5,B,Jaffna,Jaffna,Jaffna,80.009362,9.667259
Bangalows,MARGOSA,"STATION ROAD, URELU NORTH, CHUNNAKAM, JAFFNA",5,A,Jaffna,Jaffna,Jaffna,80.033083,9.746404
Bangalows,PERERA HOME,"133, 16TH LANE,LAKE CITY HOME, JA ELA",3,A,Gampaha,Gampaha,Ja-Ela,80.031847,7.166809
Bangalows,RANNA HOUSE BY FOX RESORT,"NO 2 MODARA ROAD,KAHADAMODARA,RANNA,TANGALLE.",3,A,Hambantota,Tangalle,Tangalle,80.895067,6.063352
Bangalows,AMBANWALA TOURIST BUNGALOW,"NO 56 AMBANWALA WALAWWA,AMBANWALA,WELAMBODA",4,B,Kandy,Uhana,Udunuwara,80.544006,7.216776
Bangalows,SIHINAYA VILLA,"273,KAPPARATOTA ROAD, KAPPARATOTA,WELIGAMA.",4,A,Matara,Weligama,Weligama,80.41658,5.958281
Bangalows,RIVERSIDE SUITES,"52 DUTUGEMUNU MAWATHA, LEWELLA, KANDY",4,A,Kandy,Kandy,Kundasale,80.651649,7.302483
Bangalows,SAKURA HANA,"NO/34,,PATHMINI PERIS MAWATHA,ALUTHGAMA",3,A,Kalutara,Beruwala,Beruwala,79.99749,6.428556
Bangalows,HOME FROM HOME,"NO 42/2,RUPASIRI MAWATHA,MIRIHANA NUGEGODA",3,A,Colombo,Kotte,Kotte,79.899679,6.864908
Bangalows,MOUNTAIN VILLA RIVERSTON,"PITAWALA,ILLUKKUMBURA,MATALE",3,A,Matale,Matale,Laggala-Pallegama,80.753128,7.547738
Bangalows,KAYJAY BEACH HOUSE,"OLD PASSIKUDHA ROAD,PASSIKUDHA",6,A,Batticaloa,Kalkudha,Valaichchenai,81.569541,7.919074
Bangalows,HEAVEN BY O,"24/4,YADDEHIMULLA ROAD, UNAWATUNA,GALLE",8,A,Galle,Habaraduwa,Habaraduwa,80.244031,6.010155
Bangalows,ANGEL TOWER,"NO 78/8A ,2ND LANE, HEERASSAGALA, KANDY,HEERASSAGALA ROAD,KANDY",4,A,Kandy,Kandy,Kandy,80.633726,7.290572
Bangalows,ROBI GARDEN VILLA,"108,KATANA ROAD,THIMBIRIGASKATUWA, NEGAMBO, SRI-LANKA",4,A,Gampaha,Kelaniya,Kelaniya,79.858999,7.228002
Bangalows,MADUSANKA HOLYDAY HOME,"NO 15, DIGANA, RAJAWELLA,,",8,B,Kandy,Kundasle,Kundasale,80.735452,7.296389
